season,daynum,wteam,wscore,lteam,lscore,wloc
N,70,554,194,752,178,H
N,70,560,146,693,115,H
N,70,561,166,532,110,A
N,70,563,146,756,132,H
N,70,568,168,510,125,A
N,70,571,175,837,120,H
N,70,591,154,586,146,H
N,70,593,182,610,180,H
N,70,608,199,508,156,H
N,70,632,199,773,178,H
N,70,645,163,553,132,H
N,70,651,209,717,175,H
N,70,665,158,747,151,H
N,70,683,178,707,168,H
N,70,721,187,793,151,H
N,70,740,197,545,127,H
N,70,784,134,760,120,H
N,70,797,194,762,161,A
N,70,832,216,735,180,H
N,70,845,168,584,142,H
N,71,520,144,690,130,H
N,71,530,151,626,125,A
N,71,534,151,503,146,A
N,71,536,175,788,146,H
N,71,581,202,537,185,H
N,71,595,187,695,156,A
N,71,618,170,823,154,H
N,71,636,209,637,170,H
N,71,640,216,790,173,A
N,71,666,132,802,130,A
N,71,688,218,566,175,H
N,71,714,139,587,113,A
N,71,720,185,625,127,H
N,71,723,175,605,134,H
N,71,785,144,567,125,A
N,71,805,144,809,125,H
N,71,814,146,614,142,H
N,72,507,173,524,158,H
N,72,509,166,533,132,H
N,72,549,170,746,142,H
N,72,557,170,817,166,H
N,72,562,175,749,173,H
N,72,565,154,808,134,A
N,72,568,199,585,163,H
N,72,569,173,596,170,H
N,72,576,168,615,125,H
N,72,577,168,606,134,A
N,72,578,211,599,199,H
N,72,592,163,518,156,A
N,72,601,154,848,118,A
N,72,602,146,847,137,A
N,72,603,211,786,178,H
N,72,611,182,657,170,H
N,72,616,113,517,86,A
N,72,617,226,824,206,A
N,72,623,158,670,122,H
N,72,624,156,575,146,H
N,72,629,156,698,127,H
N,72,635,190,816,139,H
N,72,639,173,529,115,H
N,72,641,163,546,146,A
N,72,642,166,555,149,H
N,72,653,168,706,149,H
N,72,655,204,769,163,H
N,72,668,149,662,144,H
N,72,671,187,729,175,A
N,72,674,178,515,156,H
N,72,675,199,504,178,H
N,72,676,257,556,149,H
N,72,678,163,846,132,H
N,72,692,151,644,139,A
N,72,694,185,803,170,H
N,72,700,156,813,113,H
N,72,719,158,669,149,A
N,72,731,180,771,149,H
N,72,742,166,767,137,H
N,72,750,175,532,154,A
N,72,759,137,747,127,H
N,72,761,202,716,142,H
N,72,765,173,542,132,A
N,72,772,146,801,130,A
N,72,779,149,775,122,A
N,72,780,166,663,154,H
N,72,787,214,795,154,H
N,72,789,187,728,127,A
N,72,794,202,521,175,H
N,72,819,226,643,199,H
N,72,820,149,705,132,A
N,72,821,137,502,86,A
N,72,825,187,799,170,A
N,72,827,120,604,96,H
N,72,828,168,528,134,A
N,72,831,149,743,115,H
N,72,836,168,798,125,H
N,72,839,199,527,151,A
N,72,843,209,661,182,N
N,72,852,199,754,190,H
N,73,513,190,811,170,A
N,73,516,156,812,149,H
N,73,535,187,654,132,A
N,73,541,202,744,158,H
N,73,543,113,834,108,A
N,73,547,187,510,178,H
N,73,550,178,598,166,A
N,73,554,156,850,151,A
N,73,559,161,778,132,A
N,73,579,139,580,115,H
N,73,589,180,782,163,A
N,73,594,139,590,127,A
N,73,600,173,815,151,A
N,73,607,228,758,127,H
N,73,621,185,680,161,H
N,73,622,185,826,125,H
N,73,627,170,704,156,A
N,73,633,187,710,91,A
N,73,673,187,849,178,A
N,73,677,166,748,161,H
N,73,681,180,842,168,A
N,73,682,175,762,161,A
N,73,686,192,648,130,H
N,73,687,151,634,134,A
N,73,688,180,582,163,H
N,73,689,182,774,127,A
N,73,699,185,526,151,H
N,73,702,178,620,170,H
N,73,708,199,830,146,A
N,73,711,166,572,149,H
N,73,712,161,570,113,A
N,73,724,161,631,139,A
N,73,732,187,755,144,H
N,73,738,151,715,146,A
N,73,739,168,776,106,A
N,73,745,182,544,154,H
N,73,752,182,833,154,H
N,73,753,149,730,113,H
N,73,766,218,659,204,A
N,73,781,187,652,127,H
N,73,797,199,792,173,A
N,73,800,226,768,168,A
N,73,806,204,564,178,A
N,73,807,125,727,122,H
N,73,810,199,511,144,H
N,73,818,146,512,118,H
N,73,822,156,597,146,H
N,73,835,151,672,146,H
N,73,838,182,777,163,A
N,73,840,202,725,161,A
N,73,841,146,726,137,A
N,73,844,192,552,156,H
N,73,845,166,855,120,H
N,73,853,161,741,156,A
N,74,653,139,658,130,A
N,74,667,211,591,151,H
N,74,784,166,638,125,A
N,74,851,144,574,122,A
N,74,854,168,531,149,A
N,75,503,149,529,125,A
N,75,506,166,505,137,A
N,75,508,211,685,173,H
N,75,509,190,555,118,A
N,75,512,146,810,139,A
N,75,513,168,672,156,H
N,75,518,204,504,170,H
N,75,519,218,791,209,A
N,75,521,235,722,221,H
N,75,522,175,760,166,A
N,75,523,156,560,134,H
N,75,528,194,524,154,A
N,75,532,134,588,103,H
N,75,534,168,719,158,H
N,75,535,142,622,125,A
N,75,537,170,520,156,H
N,75,542,185,795,173,H
N,75,543,139,631,134,A
N,75,544,170,777,146,A
N,75,547,197,833,180,H
N,75,549,142,573,132,A
N,75,554,187,598,170,A
N,75,561,170,558,142,A
N,75,568,214,600,163,A
N,75,569,187,578,166,A
N,75,570,170,847,149,H
N,75,576,182,816,125,A
N,75,577,182,603,161,H
N,75,579,161,682,146,H
N,75,580,178,762,170,A
N,75,586,204,646,197,H
N,75,587,151,626,137,H
N,75,592,192,515,156,H
N,75,593,151,683,139,H
N,75,594,142,572,137,H
N,75,595,182,662,175,H
N,75,601,185,553,132,H
N,75,602,170,635,137,H
N,75,605,163,799,110,H
N,75,607,204,755,122,H
N,75,610,178,747,144,H
N,75,615,137,712,125,H
N,75,616,163,533,134,A
N,75,619,180,837,151,H
N,75,621,154,681,103,H
N,75,627,187,541,185,A
N,75,632,182,804,151,A
N,75,633,182,540,151,A
N,75,636,175,556,134,A
N,75,642,202,692,166,H
N,75,644,185,517,137,H
N,75,645,218,832,192,A
N,75,647,178,565,163,H
N,75,649,206,759,182,H
N,75,650,178,620,151,H
N,75,651,166,731,151,H
N,75,654,170,826,134,H
N,75,655,199,674,122,A
N,75,657,173,507,146,H
N,75,660,218,737,197,A
N,75,663,190,789,180,H
N,75,664,180,643,151,H
N,75,666,194,805,163,H
N,75,669,158,639,132,A
N,75,671,151,623,137,H
N,75,675,175,827,158,H
N,75,676,185,629,110,H
N,75,679,178,739,151,H
N,75,686,187,750,161,H
N,75,689,156,677,144,A
N,75,693,182,665,146,H
N,75,695,182,606,170,H
N,75,698,175,637,122,H
N,75,699,156,597,144,H
N,75,700,163,567,142,A
N,75,701,194,536,149,H
N,75,704,202,744,168,H
N,75,707,173,571,146,H
N,75,708,197,668,156,H
N,75,711,166,590,144,H
N,75,714,194,575,142,A
N,75,718,223,630,211,A
N,75,720,156,670,139,A
N,75,721,166,794,151,A
N,75,724,154,834,130,A
N,75,727,185,564,149,A
N,75,728,142,706,96,A
N,75,729,156,625,132,A
N,75,732,127,758,125,H
N,75,734,192,608,163,H
N,75,735,151,545,130,H
N,75,740,156,614,125,A
N,75,745,250,838,134,H
N,75,751,175,761,149,H
N,75,752,163,510,134,H
N,75,753,168,652,142,H
N,75,756,175,613,146,A
N,75,757,173,538,149,A
N,75,765,132,705,96,H
N,75,766,187,589,149,A
N,75,767,144,801,122,H
N,75,768,178,516,161,A
N,75,772,199,617,182,H
N,75,773,168,514,144,H
N,75,774,204,748,192,H
N,75,775,170,743,161,A
N,75,780,151,599,142,H
N,75,781,230,730,110,H
N,75,783,180,539,166,H
N,75,786,223,717,178,H
N,75,787,166,716,163,A
N,75,788,137,502,130,A
N,75,790,197,769,190,H
N,75,792,146,687,132,H
N,75,793,170,796,118,A
N,75,797,221,634,175,A
N,75,798,166,581,137,H
N,75,800,170,812,168,A
N,75,802,166,661,120,H
N,75,806,211,807,204,A
N,75,808,154,563,151,A
N,75,809,185,742,125,A
N,75,813,166,611,144,H
N,75,815,214,585,173,A
N,75,817,199,852,158,H
N,75,818,156,511,154,H
N,75,819,240,820,233,A
N,75,821,197,557,158,H
N,75,822,190,526,156,H
N,75,824,211,583,161,A
N,75,825,146,723,106,H
N,75,828,199,785,173,A
N,75,831,190,527,170,H
N,75,835,168,703,144,H
N,75,836,170,690,125,H
N,75,839,187,551,163,A
N,75,840,204,726,142,A
N,75,841,178,725,149,A
N,75,842,170,680,132,H
N,75,843,149,771,142,H
N,75,844,187,855,146,H
N,75,845,185,552,180,H
N,75,846,178,562,146,H
N,75,848,209,814,161,H
N,75,850,158,550,151,H
N,76,559,182,764,146,H
N,76,610,142,837,103,N
N,76,624,163,678,134,H
N,76,638,168,591,166,H
N,76,640,163,604,108,A
N,76,653,199,659,175,H
N,76,667,242,784,235,H
N,76,713,214,566,154,A
N,76,715,178,673,156,H
N,76,733,137,688,103,A
N,76,738,180,628,127,H
N,76,741,235,596,161,H
N,76,749,163,530,149,H
N,76,779,187,546,166,H
N,76,829,182,778,137,H
N,76,853,175,641,127,H
N,77,514,242,508,185,A
N,77,524,158,611,142,H
N,77,528,238,785,233,H
N,77,540,146,710,137,H
N,77,553,154,814,137,H
N,77,571,187,693,154,A
N,77,586,209,522,137,H
N,77,588,154,679,132,H
N,77,593,144,560,134,H
N,77,608,206,804,199,A
N,77,619,178,747,156,H
N,77,636,175,794,127,H
N,77,648,178,776,168,H
N,77,657,187,700,180,H
N,77,658,149,782,144,H
N,77,683,187,523,106,A
N,77,707,190,665,168,H
N,77,731,187,786,144,H
N,77,734,168,632,142,H
N,77,737,173,549,151,H
N,77,760,137,646,134,H
N,77,773,137,685,130,H
N,77,805,233,811,149,H
N,77,828,182,813,101,H
N,77,833,214,600,180,H
N,77,844,218,618,127,H
N,78,520,120,836,106,H
N,78,527,192,606,182,A
N,78,557,161,502,134,H
N,78,562,190,587,137,A
N,78,576,190,570,166,H
N,78,577,175,695,134,H
N,78,580,170,548,163,A
N,78,623,161,720,118,H
N,78,633,166,759,134,H
N,78,645,146,614,134,A
N,78,662,202,830,187,H
N,78,669,161,529,144,A
N,78,689,235,823,170,H
N,78,690,173,581,125,H
N,78,719,168,503,156,H
N,78,729,175,670,139,H
N,78,771,168,573,146,H
N,78,790,182,827,151,A
N,78,796,151,556,132,H
N,78,798,180,537,146,H
N,78,848,156,545,151,A
N,79,504,182,674,175,H
N,79,512,127,511,113,A
N,79,521,199,637,156,A
N,79,533,170,642,146,H
N,79,534,154,639,127,H
N,79,546,166,663,154,H
N,79,554,211,510,192,H
N,79,555,139,644,108,H
N,79,559,214,829,199,H
N,79,564,218,565,209,A
N,79,568,199,598,103,H
N,79,615,130,847,106,H
N,79,617,204,583,161,H
N,79,628,175,849,166,H
N,79,635,168,799,142,H
N,79,640,175,518,154,H
N,79,641,190,728,168,H
N,79,651,187,746,142,A
N,79,655,194,675,137,H
N,79,661,127,767,120,H
N,79,665,175,694,139,A
N,79,666,192,742,125,H
N,79,668,180,595,166,H
N,79,676,233,722,228,A
N,79,678,156,575,106,H
N,79,680,151,582,120,A
N,79,692,178,616,163,H
N,79,705,151,542,101,H
N,79,706,146,532,122,H
N,79,708,226,551,168,H
N,79,712,139,602,137,H
N,79,714,158,530,146,H
N,79,715,168,671,151,A
N,79,721,173,698,146,H
N,79,723,209,816,137,H
N,79,735,173,601,144,H
N,79,743,187,741,180,H
N,79,749,139,626,113,A
N,79,751,190,795,180,A
N,79,754,194,701,182,H
N,79,761,125,664,118,H
N,79,769,168,592,166,H
N,79,779,238,578,235,H
N,79,787,214,643,170,A
N,79,788,190,852,187,H
N,79,801,182,802,180,H
N,79,805,187,824,175,H
N,79,807,204,563,173,H
N,79,809,175,772,146,H
N,79,817,182,536,168,A
N,79,819,161,765,125,H
N,79,820,199,803,173,H
N,79,825,156,605,120,A
N,79,831,187,839,170,A
N,79,832,209,740,173,A
N,79,846,154,624,139,H
N,79,853,202,775,154,A
N,8,577,233,600,130,H
N,8,617,182,735,137,N
N,8,712,175,631,144,N
N,80,513,146,768,142,A
N,80,519,209,792,170,H
N,80,524,144,700,113,A
N,80,526,209,702,202,H
N,80,528,192,813,185,H
N,80,535,163,844,142,H
N,80,538,182,727,144,A
N,80,543,194,774,134,H
N,80,547,173,815,130,A
N,80,549,170,778,144,A
N,80,550,158,833,125,H
N,80,569,151,599,146,A
N,80,586,190,540,144,H
N,80,588,166,777,134,H
N,80,597,151,650,110,H
N,80,600,178,850,127,H
N,80,607,199,730,166,A
N,80,621,144,713,125,A
N,80,622,156,574,146,A
N,80,630,192,834,170,H
N,80,653,137,782,134,H
N,80,672,144,516,137,H
N,80,679,178,648,175,H
N,80,686,154,544,149,H
N,80,687,139,579,110,H
N,80,688,156,681,132,A
N,80,699,178,613,151,H
N,80,711,192,594,180,A
N,80,718,180,631,137,H
N,80,724,214,677,130,H
N,80,726,166,539,156,A
N,80,732,180,652,142,A
N,80,737,235,764,223,A
N,80,738,168,673,149,A
N,80,750,168,739,158,A
N,80,752,132,585,122,A
N,80,776,156,838,149,H
N,80,781,156,753,101,A
N,80,783,185,725,132,H
N,80,789,156,780,96,H
N,80,791,142,634,137,H
N,80,797,206,762,175,H
N,80,800,199,703,173,H
N,80,806,214,757,180,H
N,80,810,146,841,142,A
N,80,812,226,590,211,A
N,80,822,149,756,139,A
N,80,826,151,845,122,H
N,80,828,190,611,156,A
N,80,835,175,811,163,H
N,80,840,187,818,175,H
N,80,842,161,566,142,A
N,80,843,180,603,139,A
N,80,851,163,654,113,H
N,81,541,190,659,168,A
N,81,591,120,710,106,H
N,81,633,202,784,146,A
N,81,689,209,748,185,A
N,81,744,158,589,118,A
N,81,758,168,755,130,H
N,81,785,139,507,108,A
N,81,854,137,531,132,H
N,81,855,154,552,144,H
N,82,503,163,639,130,H
N,82,505,218,508,182,H
N,82,506,154,773,144,H
N,82,510,182,833,168,H
N,82,511,230,617,216,H
N,82,514,139,804,134,H
N,82,516,149,590,144,H
N,82,518,175,515,122,A
N,82,519,206,634,192,H
N,82,522,180,638,158,H
N,82,523,144,571,134,A
N,82,526,139,650,127,H
N,82,527,190,695,163,H
N,82,529,125,719,122,A
N,82,530,163,626,134,H
N,82,532,137,648,132,H
N,82,533,154,555,149,H
N,82,534,182,669,154,A
N,82,535,187,845,115,H
N,82,536,185,754,170,H
N,82,537,139,690,108,A
N,82,538,185,806,180,A
N,82,539,182,725,166,H
N,82,542,139,664,130,A
N,82,543,199,677,180,H
N,82,544,142,739,132,H
N,82,548,247,694,151,H
N,82,550,173,554,151,H
N,82,553,187,848,166,H
N,82,559,166,717,146,A
N,82,560,146,610,144,H
N,82,561,199,558,173,H
N,82,565,178,807,132,H
N,82,566,173,621,166,H
N,82,567,180,612,158,A
N,82,568,190,850,134,H
N,82,570,144,605,115,H
N,82,572,187,835,178,H
N,82,575,178,562,149,A
N,82,576,149,847,118,H
N,82,577,204,662,106,H
N,82,583,192,767,178,A
N,82,585,206,547,204,H
N,82,595,175,830,149,A
N,82,600,166,598,127,H
N,82,601,206,545,168,A
N,82,607,223,652,144,A
N,82,615,166,635,163,A
N,82,616,170,509,149,H
N,82,620,161,702,137,H
N,82,623,154,849,137,H
N,82,624,168,749,151,H
N,82,627,170,658,122,N
N,82,631,202,630,137,A
N,82,632,199,608,139,A
N,82,636,197,629,161,A
N,82,637,185,556,180,A
N,82,640,146,504,122,A
N,82,641,149,663,130,A
N,82,643,170,795,156,A
N,82,644,144,642,137,A
N,82,646,202,667,163,H
N,82,649,151,706,122,H
N,82,654,173,574,158,A
N,82,660,190,573,168,H
N,82,665,130,593,120,H
N,82,666,130,790,125,A
N,82,670,163,715,142,H
N,82,675,161,604,146,A
N,82,676,233,796,206,H
N,82,682,163,580,154,H
N,82,683,187,619,134,H
N,82,685,161,734,118,H
N,82,686,168,679,125,H
N,82,687,192,762,132,H
N,82,693,175,837,144,A
N,82,701,166,788,125,A
N,82,703,166,672,156,H
N,82,705,204,716,166,H
N,82,707,163,747,149,A
N,82,712,139,723,101,A
N,82,718,206,834,110,H
N,82,721,228,521,182,H
N,82,722,182,698,178,A
N,82,724,161,774,122,H
N,82,726,185,783,149,A
N,82,727,139,757,86,H
N,82,729,151,628,142,H
N,82,732,175,730,139,A
N,82,733,199,582,146,H
N,82,740,226,645,197,A
N,82,745,178,588,96,A
N,82,751,187,819,178,H
N,82,752,182,815,146,A
N,82,756,204,597,190,H
N,82,760,175,540,156,H
N,82,763,238,584,197,H
N,82,765,144,761,118,A
N,82,766,197,704,156,H
N,82,769,197,674,170,H
N,82,770,235,709,185,A
N,82,772,163,681,144,H
N,82,776,139,777,137,H
N,82,778,168,746,142,H
N,82,779,192,728,163,N
N,82,787,192,820,158,H
N,82,789,192,546,127,H
N,82,792,206,791,187,A
N,82,793,161,794,139,H
N,82,797,156,579,122,H
N,82,800,151,513,139,A
N,82,802,187,824,168,A
N,82,805,187,742,96,H
N,82,808,154,647,132,A
N,82,811,161,768,156,H
N,82,812,194,594,154,H
N,82,814,163,735,139,H
N,82,816,247,799,235,A
N,82,817,180,821,156,H
N,82,818,110,841,106,A
N,82,822,161,613,122,A
N,82,823,132,759,94,H
N,82,825,182,602,170,H
N,82,829,168,771,146,A
N,82,832,221,614,204,H
N,82,836,127,581,108,A
N,82,840,206,810,180,H
N,82,842,142,713,130,A
N,82,844,199,826,182,A
N,82,851,137,622,74,H
N,82,852,199,557,178,H
N,82,853,192,655,168,A
N,83,507,192,813,170,H
N,83,517,182,692,170,H
N,83,520,158,798,127,H
N,83,528,175,657,149,A
N,83,551,175,606,142,H
N,83,569,192,775,163,H
N,83,578,214,596,163,A
N,83,592,226,827,166,A
N,83,633,180,591,156,A
N,83,651,161,786,137,A
N,83,653,175,659,173,A
N,83,671,187,720,161,A
N,83,673,161,625,151,A
N,83,680,163,688,142,H
N,83,710,132,784,127,A
N,83,714,187,678,166,A
N,83,731,190,843,161,A
N,83,741,226,599,214,A
N,83,743,168,780,149,A
N,83,744,187,782,161,N
N,83,750,163,838,154,A
N,83,758,204,618,142,H
N,83,764,156,603,144,H
N,83,785,173,611,151,H
N,83,809,209,661,166,H
N,83,828,173,700,134,H
N,83,831,211,668,199,A
N,83,846,122,587,120,H
N,84,503,161,855,127,A
N,84,505,144,773,137,H
N,84,508,190,506,178,A
N,84,514,161,734,149,H
N,84,522,206,667,197,H
N,84,523,139,665,132,A
N,84,550,168,752,108,A
N,84,560,185,619,166,H
N,84,571,154,593,139,H
N,84,574,163,548,161,A
N,84,586,197,760,173,H
N,84,598,142,815,130,H
N,84,610,149,683,137,A
N,84,646,216,638,187,H
N,84,658,156,589,144,H
N,84,660,170,717,154,A
N,84,685,194,804,163,H
N,84,704,180,541,166,H
N,84,707,166,837,122,A
N,84,721,214,722,194,A
N,84,726,156,563,142,H
N,84,747,170,693,127,H
N,84,766,166,627,163,H
N,84,850,178,585,170,H
N,85,518,158,803,151,H
N,85,527,182,662,161,A
N,85,534,178,836,170,A
N,85,556,132,629,118,H
N,85,562,175,626,149,H
N,85,580,175,519,168,H
N,85,602,187,570,132,H
N,85,639,163,581,110,H
N,85,645,187,614,151,H
N,85,674,204,640,192,H
N,85,695,202,668,194,H
N,85,712,163,825,151,A
N,85,738,154,849,151,A
N,85,772,202,661,190,H
N,85,793,187,521,173,A
N,85,821,226,536,211,H
N,85,852,173,502,142,H
N,86,503,168,798,146,A
N,86,507,142,611,120,H
N,86,509,163,692,161,A
N,86,517,137,642,134,H
N,86,529,149,520,139,H
N,86,530,156,846,120,H
N,86,540,187,591,149,H
N,86,549,156,603,137,H
N,86,559,170,573,118,A
N,86,568,221,547,168,A
N,86,576,154,605,113,H
N,86,592,199,604,137,H
N,86,596,161,775,156,A
N,86,597,194,618,151,H
N,86,601,190,553,178,A
N,86,615,192,816,187,A
N,86,616,163,555,106,H
N,86,636,163,698,149,A
N,86,637,211,676,173,H
N,86,641,182,599,158,H
N,86,644,146,533,142,H
N,86,651,192,771,130,H
N,86,655,190,790,175,A
N,86,665,175,706,161,A
N,86,666,204,583,154,A
N,86,669,192,690,125,H
N,86,700,170,785,144,A
N,86,701,163,557,120,H
N,86,705,134,664,108,A
N,86,708,192,595,185,A
N,86,714,142,624,132,H
N,86,715,185,625,180,H
N,86,720,173,670,130,H
N,86,723,192,635,178,A
N,86,737,240,786,226,H
N,86,741,161,789,142,H
N,86,751,269,643,252,A
N,86,754,161,788,120,H
N,86,761,180,542,154,A
N,86,765,175,716,108,H
N,86,769,206,827,182,H
N,86,779,163,743,139,A
N,86,794,190,796,168,H
N,86,799,166,847,134,A
N,86,801,146,742,142,A
N,86,802,180,805,178,H
N,86,809,168,767,108,H
N,86,813,202,524,187,H
N,86,820,206,795,182,H
N,86,824,149,617,132,A
N,86,828,180,657,156,H
N,86,829,161,731,137,H
N,86,839,168,577,163,H
N,86,843,180,778,125,H
N,86,844,199,622,173,H
N,86,845,173,654,139,H
N,86,848,134,814,118,A
N,86,853,166,546,113,H
N,87,511,254,840,233,H
N,87,513,158,590,142,A
N,87,515,214,504,192,H
N,87,537,182,719,166,H
N,87,544,173,838,154,A
N,87,550,144,585,139,H
N,87,551,206,831,197,A
N,87,552,158,574,118,H
N,87,554,214,815,175,H
N,87,564,146,647,144,A
N,87,565,173,757,168,A
N,87,569,113,780,110,H
N,87,572,134,768,130,H
N,87,579,180,792,139,H
N,87,587,156,575,149,A
N,87,594,154,703,130,A
N,87,607,166,781,149,H
N,87,613,130,650,127,A
N,87,620,151,526,142,H
N,87,631,190,774,156,A
N,87,634,187,762,163,A
N,87,648,218,588,211,H
N,87,667,211,638,180,H
N,87,671,170,628,134,A
N,87,672,199,811,182,H
N,87,673,142,623,86,H
N,87,680,173,733,156,H
N,87,681,166,582,156,H
N,87,682,226,791,175,H
N,87,686,144,739,101,A
N,87,688,158,566,142,A
N,87,689,194,718,170,H
N,87,702,214,756,194,H
N,87,730,166,755,161,A
N,87,732,166,753,132,H
N,87,745,173,532,113,H
N,87,748,182,630,168,H
N,87,749,163,678,137,H
N,87,750,170,776,122,H
N,87,752,166,600,110,H
N,87,758,197,652,134,H
N,87,764,168,746,161,H
N,87,766,218,541,175,H
N,87,777,156,679,122,H
N,87,800,185,711,166,A
N,87,807,170,808,158,A
N,87,810,194,539,158,H
N,87,818,168,783,166,H
N,87,822,173,699,146,H
N,87,823,295,548,290,A
N,87,833,151,598,130,H
N,87,834,134,677,122,A
N,87,841,156,512,132,A
N,87,842,182,621,161,A
N,87,850,178,510,163,A
N,87,851,161,855,146,A
N,88,535,142,826,122,H
N,88,558,127,854,101,H
N,88,561,216,531,139,H
N,88,589,163,659,151,H
N,88,633,197,586,173,H
N,88,653,180,744,146,A
N,88,710,122,760,120,H
N,88,728,158,612,144,A
N,88,736,142,567,130,A
N,89,503,154,537,103,H
N,89,504,180,604,168,H
N,89,506,156,734,127,A
N,89,509,187,642,156,H
N,89,510,185,598,180,H
N,89,511,158,841,134,H
N,89,513,187,594,137,A
N,89,514,149,608,146,A
N,89,517,182,533,156,H
N,89,520,122,719,106,H
N,89,522,221,591,178,A
N,89,524,199,657,185,H
N,89,527,161,831,158,H
N,89,528,173,611,113,A
N,89,529,166,690,146,A
N,89,532,156,777,144,A
N,89,534,134,798,103,H
N,89,536,202,852,144,H
N,89,540,209,638,106,A
N,89,545,170,553,166,A
N,89,546,168,848,127,H
N,89,547,240,600,209,H
N,89,548,204,706,166,H
N,89,550,158,815,144,H
N,89,552,142,851,120,H
N,89,558,156,531,142,H
N,89,559,226,737,146,H
N,89,560,173,571,156,A
N,89,561,154,854,86,H
N,89,563,166,823,144,H
N,89,564,139,808,125,H
N,89,565,190,538,163,A
N,89,567,151,728,144,H
N,89,568,132,752,125,A
N,89,574,163,855,154,A
N,89,576,144,799,127,A
N,89,578,178,775,163,H
N,89,579,151,634,144,H
N,89,580,185,791,142,H
N,89,585,142,554,127,A
N,89,587,144,749,130,H
N,89,590,151,811,113,H
N,89,605,139,847,122,A
N,89,606,182,839,178,H
N,89,607,154,753,113,H
N,89,616,161,644,125,A
N,89,619,185,693,178,H
N,89,624,166,530,156,H
N,89,631,144,677,134,A
N,89,632,154,685,139,H
N,89,635,190,816,175,A
N,89,636,158,556,146,H
N,89,637,204,793,194,A
N,89,639,156,836,113,A
N,89,645,187,814,158,H
N,89,647,161,807,151,A
N,89,651,166,843,151,H
N,89,655,190,515,166,H
N,89,660,226,603,197,H
N,89,662,175,668,163,H
N,89,666,199,617,163,H
N,89,669,158,581,122,A
N,89,672,185,812,130,H
N,89,674,161,675,151,A
N,89,676,214,521,173,H
N,89,680,144,582,125,H
N,89,682,194,519,151,H
N,89,683,209,665,125,A
N,89,686,156,838,122,H
N,89,689,178,630,103,H
N,89,692,180,555,154,A
N,89,698,197,796,166,A
N,89,699,166,620,156,A
N,89,702,197,613,173,H
N,89,704,163,658,118,A
N,89,705,163,761,156,A
N,89,707,163,610,149,A
N,89,708,223,695,182,A
N,89,712,175,570,142,H
N,89,713,161,688,154,H
N,89,714,146,626,137,A
N,89,715,158,849,151,H
N,89,716,192,542,154,H
N,89,720,223,625,194,A
N,89,721,187,629,163,A
N,89,723,175,602,170,H
N,89,724,202,543,170,A
N,89,726,137,725,130,H
N,89,727,192,806,156,A
N,89,731,223,717,192,H
N,89,732,202,781,158,H
N,89,735,170,614,151,H
N,89,736,185,612,170,A
N,89,738,161,670,118,H
N,89,739,166,648,151,H
N,89,740,182,601,137,A
N,89,741,235,641,211,H
N,89,742,182,583,168,H
N,89,745,180,679,149,H
N,89,746,180,573,134,H
N,89,747,142,523,122,A
N,89,748,178,718,163,H
N,89,750,185,544,166,H
N,89,751,173,787,122,H
N,89,754,187,557,142,A
N,89,755,175,652,127,H
N,89,756,127,650,122,A
N,89,758,154,730,125,H
N,89,759,161,694,122,A
N,89,763,170,584,122,A
N,89,765,103,664,98,H
N,89,768,134,703,127,H
N,89,769,187,640,185,A
N,89,770,206,709,180,H
N,89,773,206,508,199,A
N,89,774,158,834,156,H
N,89,776,175,588,149,A
N,89,780,211,596,139,A
N,89,782,161,627,154,A
N,89,784,204,646,194,H
N,89,785,134,813,132,H
N,89,789,178,743,156,H
N,89,790,190,592,151,H
N,89,792,218,762,180,A
N,89,794,182,722,154,H
N,89,795,192,819,187,A
N,89,800,182,572,173,H
N,89,802,154,767,132,H
N,89,804,170,505,161,H
N,89,805,180,661,175,A
N,89,809,190,801,178,A
N,89,810,233,783,151,H
N,89,817,142,502,91,A
N,89,818,175,539,149,H
N,89,820,161,643,158,A
N,89,821,166,701,163,H
N,89,822,199,597,185,A
N,89,824,209,772,180,H
N,89,825,158,615,149,A
N,89,827,197,518,180,A
N,89,828,199,700,94,A
N,89,833,185,850,156,H
N,89,835,170,711,161,H
N,89,837,192,593,158,A
N,89,840,202,512,170,A
N,89,842,180,621,146,H
N,89,844,209,654,163,H
N,89,845,151,622,149,H
N,89,846,151,575,113,H
N,89,853,197,663,192,H
N,9,669,168,842,158,N
N,9,670,182,712,134,H
N,9,749,192,663,175,H
N,9,810,197,734,139,H
N,90,526,204,618,154,A
N,90,562,180,678,122,H
N,90,569,166,779,139,H
N,90,577,190,830,130,H
N,90,586,161,710,154,A
N,90,589,163,653,130,H
N,90,623,149,628,130,H
N,90,681,204,733,197,H
N,90,729,173,671,163,A
N,90,744,163,541,132,H
N,90,760,168,633,142,A
N,90,778,156,771,115,H
N,90,829,170,549,120,H
N,91,505,185,734,175,A
N,91,506,173,804,134,A
N,91,510,228,600,197,A
N,91,528,197,813,156,A
N,91,540,221,667,175,A
N,91,559,163,651,122,A
N,91,560,156,665,115,A
N,91,568,214,833,156,H
N,91,588,170,642,163,H
N,91,591,182,646,175,H
N,91,608,180,685,163,H
N,91,614,154,545,137,A
N,91,619,163,707,149,H
N,91,632,209,514,199,H
N,91,636,180,521,156,A
N,91,658,161,659,115,A
N,91,683,137,571,130,A
N,91,693,134,610,132,A
N,91,704,156,627,127,A
N,91,731,221,745,173,H
